,Label,Label_RF100,Label_DT4,Label_HYBRID_100_4,Destination,Destination Port,No_url
74,web,web,web,web,207.25.71.141,80,1
75,web,web,web,web,207.121.191.100,80,1
76,web,web,web,web,192.239.92.112,80,1
77,web,web,web,web,206.62.132.69,80,1
78,web,web,web,web,207.25.71.141,80,1
79,web,web,web,web,207.46.131.151,80,1
80,web,web,web,web,208.237.193.111,80,1
81,web,web,web,web,207.121.186.190,80,1
82,web,web,web,web,209.67.29.11,80,1
83,web,web,web,ssh,131.84.1.31,80,1
84,web,web,web,web,209.67.228.53,80,1
85,web,web,web,web,207.179.1.2,80,1
86,web,web,web,web,207.25.71.5,80,1
87,web,web,web,web,151.193.131.5,80,1
88,web,web,web,web,207.121.184.81,80,1
89,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,172.16.112.50,33031,1
90,web,web,web,ssh,205.181.112.65,80,1
91,web,web,web,ssh,172.16.112.100,80,1
92,web,web,web,web,143.166.224.42,80,1
93,web,web,web,web,208.240.89.202,80,1
94,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,194.27.251.21,113,1
95,web,web,web,web,209.185.69.11,80,1
96,web,web,web,web,207.25.71.141,80,1
97,web,web,web,web,207.198.157.160,80,1
98,smtp,smtp,smtp,smtp,172.16.114.148,25,1
99,web,web,web,web,207.179.1.105,80,1
100,web,web,smtp,web,208.2.204.3,80,1
101,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,195.115.218.108,27714,1
102,smtp,smtp,smtp,smtp,172.16.112.207,25,1
103,web,web,web,web,207.25.71.141,80,1
104,smtp,smtp,smtp,ssh,172.16.112.194,25,1
105,smtp,smtp,smtp,smtp,172.16.113.204,25,1
106,web,web,web,web,206.132.25.51,80,1
107,web,web,web,ssh,199.95.209.99,80,1
108,web,web,web,ssh,207.25.71.200,80,1
109,web,web,web,web,208.213.76.164,80,1
110,web,web,web,web,207.46.130.14,80,1
111,web,web,web,web,207.159.129.100,80,1
112,web,web,web,web,206.246.131.226,80,1
113,web,web,web,web,131.44.104.200,80,1
114,web,web,web,web,137.241.250.70,80,1
115,web,web,web,web,204.146.18.33,80,1
116,web,web,web,web,206.132.25.51,80,1
117,web,web,web,web,152.163.210.24,80,1
118,web,web,web,web,192.239.92.111,80,1
119,web,web,web,web,207.121.184.81,80,1
120,web,web,web,web,209.67.29.11,80,1
121,web,web,web,web,209.1.224.190,80,1
122,web,web,web,web,206.132.25.51,80,1
123,web,web,web,web,209.67.29.11,80,1
124,web,web,web,ssh,172.16.112.100,80,1
125,smtp,smtp,smtp,ssh,172.16.112.194,25,1
126,web,web,web,web,208.128.81.29,80,1
127,web,web,web,web,208.226.198.93,80,1
128,web,web,web,web,138.12.4.36,80,1
129,web,web,web,web,204.146.18.33,80,1
130,smtp,smtp,smtp,smtp,194.27.251.21,25,1
131,web,web,web,web,206.132.25.51,80,1
132,web,web,web,web,199.95.74.90,80,1
133,web,web,web,web,207.25.71.141,80,1
134,web,web,web,web,131.44.48.31,80,1
135,smtp,smtp,web,smtp,196.37.75.158,25,1
136,web,web,web,web,209.185.162.150,80,1
137,web,web,web,web,206.79.171.51,80,1
138,web,web,web,web,209.67.29.11,80,1
139,web,web,web,web,209.67.29.11,80,1
140,web,web,web,web,204.106.180.30,80,1
141,web,web,web,web,207.121.186.190,80,1
142,web,web,web,web,204.96.59.195,80,1
143,smtp,smtp,smtp,smtp,135.8.60.182,25,1
144,web,web,web,web,206.132.25.51,80,1
145,web,web,web,ssh,205.181.112.65,80,1
146,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,194.27.251.21,113,1
147,web,web,web,ssh,131.84.1.31,80,1
148,smtp,smtp,smtp,smtp,197.182.91.233,25,1
149,web,web,web,ssh,205.181.112.65,80,1
150,web,web,web,web,209.185.180.150,80,1
151,web,web,web,ssh,204.71.242.42,80,1
152,web,web,web,web,194.163.254.145,80,1
153,smtp,smtp,smtp,smtp,172.16.113.84,25,1
154,web,web,web,web,209.143.240.130,80,1
155,web,web,web,ssh,172.16.112.100,80,1
156,web,web,web,web,160.147.163.19,80,1
157,web,web,web,web,209.197.81.176,80,1
158,ftp,ftp,ssh,ssh,172.16.112.100,21,1
159,web,web,web,ssh,172.16.114.50,80,1
160,web,web,web,web,207.121.187.251,80,1
161,web,web,web,web,209.140.51.52,80,1
162,web,web,web,web,209.1.224.190,80,1
163,smtp,smtp,smtp,ssh,172.16.112.194,25,1
164,web,web,web,ssh,205.188.146.109,80,1
165,web,web,web,web,209.67.19.99,80,1
166,web,web,web,ssh,207.18.199.3,80,1
167,web,web,web,web,209.67.29.11,80,1
168,web,web,web,web,198.110.101.15,80,1
169,web,web,web,ssh,172.16.114.50,80,1
170,web,web,web,web,199.211.83.163,80,1
171,web,web,web,web,152.163.210.24,80,1
172,web,web,web,ssh,172.16.112.100,80,1
173,web,web,web,web,160.147.68.21,80,1
174,web,web,web,web,207.121.184.81,80,1
175,web,web,web,web,207.25.71.141,80,1
176,web,web,web,ssh,204.71.242.42,80,1
177,web,web,web,web,192.225.36.3,80,1
178,web,web,web,ssh,207.18.199.3,80,1
179,web,web,web,web,207.121.184.81,80,1
180,web,web,web,ssh,172.16.112.100,80,1
181,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,135.8.60.182,26952,1
182,web,web,web,web,199.95.74.90,80,1
183,web,web,web,web,199.26.193.101,80,1
184,web,web,web,ssh,205.181.112.65,80,1
185,web,web,web,web,151.193.131.124,80,1
186,web,web,web,web,209.67.29.11,80,1
187,web,web,web,ssh,172.16.114.50,80,1
188,web,web,web,web,199.95.74.90,80,1
189,web,web,web,web,207.217.78.131,80,1
190,web,web,web,web,209.1.224.190,80,1
191,web,web,web,ssh,207.25.71.200,80,1
192,smtp,smtp,web,ssh,172.16.114.50,25,1
193,web,web,web,web,198.68.244.158,80,1
194,web,web,web,web,209.1.224.190,80,1
195,web,web,web,web,206.15.114.128,80,1
196,web,web,web,web,198.83.178.23,80,1
197,web,web,web,web,207.18.199.178,80,1
198,smtp,smtp,web,ssh,172.16.114.50,25,1
199,web,web,web,web,206.132.25.51,80,1
200,web,web,web,ssh,205.181.112.65,80,1
201,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,195.73.151.50,2189,1
202,web,web,web,web,216.32.99.73,80,1
203,web,web,web,web,199.95.73.149,80,1
204,web,web,web,web,207.87.128.119,80,1
205,web,web,web,web,207.25.71.141,80,1
206,web,web,web,ssh,136.149.63.132,80,1
207,web,web,web,web,209.185.180.150,80,1
208,web,web,web,web,199.95.74.90,80,1
209,web,web,web,web,207.121.184.81,80,1
210,web,web,web,web,206.39.184.2,80,1
211,web,web,web,web,204.123.2.107,80,1
212,web,web,web,ssh,199.95.74.97,80,1
213,web,web,web,web,199.95.74.90,80,1
214,web,web,web,web,204.17.42.16,80,1
215,web,web,web,web,160.147.163.19,80,1
216,web,web,web,web,207.46.130.14,80,1
217,web,web,web,ssh,205.188.146.109,80,1
218,web,web,web,web,209.1.203.50,80,1
219,web,web,web,web,12.5.48.242,80,1
220,web,web,web,web,204.71.191.226,80,1
221,web,web,web,web,138.12.4.36,80,1
222,web,web,web,web,204.214.208.230,80,1
223,web,web,web,ssh,131.84.1.31,80,1
224,web,web,web,web,207.121.184.81,80,1
225,web,web,web,ssh,205.181.112.65,80,1
226,web,web,web,web,209.185.191.232,80,1
227,smtp,smtp,smtp,smtp,196.37.75.158,25,1
228,web,web,web,web,206.79.229.45,80,1
229,web,web,web,web,209.233.32.186,80,1
230,web,web,web,web,192.156.136.22,80,1
231,web,web,web,web,206.132.25.51,80,1
232,web,web,web,ssh,199.95.74.97,80,1
233,web,web,web,web,206.132.25.51,80,1
234,web,web,web,ssh,172.16.114.50,80,1
235,web,web,web,web,209.1.224.190,80,1
236,web,web,web,ssh,199.95.209.99,80,1
237,web,web,web,web,209.143.228.181,80,1
238,web,web,web,web,209.67.29.11,80,1
239,web,web,web,ssh,207.25.71.200,80,1
240,web,web,web,web,138.147.50.5,80,1
241,web,web,web,web,138.125.162.20,80,1
242,web,web,web,web,204.255.198.2,80,1
243,web,web,web,web,209.143.231.6,80,1
244,web,web,web,web,129.53.216.5,80,1
245,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,172.16.114.168,23655,1
246,web,web,web,web,207.25.71.141,80,1
247,web,web,web,ssh,207.18.199.3,80,1
248,web,web,web,ssh,205.181.112.65,80,1
249,web,web,web,web,209.125.137.140,80,1
250,web,web,web,web,209.1.112.251,80,1
251,web,web,web,ssh,205.181.112.65,80,1
252,web,web,web,ssh,172.16.112.100,80,1
253,web,web,web,web,209.67.29.11,80,1
254,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,172.16.112.207,16754,1
255,web,web,web,web,209.84.4.31,80,1
256,web,web,web,web,209.197.81.176,80,1
257,web,web,web,web,207.69.200.96,80,1
258,web,web,web,ssh,134.205.165.120,80,1
259,web,web,web,web,134.205.131.26,80,1
260,web,web,web,web,209.67.29.11,80,1
261,web,web,web,ssh,205.181.112.65,80,1
262,web,web,web,web,208.3.89.129,80,1
263,web,web,web,web,207.121.184.81,80,1
264,web,web,web,web,205.188.146.90,80,1
265,web,web,web,web,209.185.105.73,80,1
266,web,web,web,web,131.15.144.55,80,1
267,web,web,web,web,207.46.130.14,80,1
268,web,web,web,web,204.212.103.100,80,1
269,web,web,web,web,207.25.71.141,80,1
270,web,web,web,web,206.15.114.128,80,1
271,web,web,web,web,32.97.253.81,80,1
272,web,web,web,ssh,134.205.165.120,80,1
273,web,web,web,ssh,172.16.114.50,80,1
274,web,web,web,web,192.239.92.47,80,1
275,web,web,web,web,209.67.29.11,80,1
276,web,web,web,web,207.46.130.14,80,1
277,web,web,web,web,199.95.73.149,80,1
278,web,web,web,web,206.132.25.51,80,1
279,web,web,web,ssh,172.16.114.50,80,1
280,web,web,web,web,207.211.106.40,80,1
281,web,web,web,web,209.185.250.103,80,1
282,web,web,web,web,208.209.46.36,80,1
283,web,web,web,web,192.225.36.9,80,1
284,web,web,web,web,206.39.184.2,80,1
285,web,web,web,web,209.132.42.254,80,1
286,web,web,web,web,143.166.224.42,80,1
287,web,web,web,web,152.163.210.24,80,1
288,web,web,web,web,207.211.106.40,80,1
289,web,web,web,web,209.67.228.53,80,1
290,web,web,web,web,207.25.71.5,80,1
291,web,web,web,web,132.26.17.20,80,1
292,web,web,web,web,206.67.57.107,80,1
293,web,web,web,web,208.2.188.3,80,1
294,web,web,web,ssh,172.16.112.100,80,1
295,web,web,web,web,128.11.41.40,80,1
296,web,web,web,ssh,209.97.22.96,80,1
297,web,web,web,web,207.25.71.30,80,1
298,web,web,web,ssh,205.181.112.65,80,1
299,web,web,web,web,152.163.210.24,80,1
300,web,web,web,web,134.177.3.35,80,1
301,web,web,web,web,207.25.71.141,80,1
302,smtp,smtp,smtp,smtp,172.16.113.50,25,1
303,web,web,web,ssh,134.205.165.120,80,1
304,web,web,web,web,199.95.74.90,80,1
305,web,web,web,web,207.121.186.190,80,1
306,web,web,web,web,205.131.175.20,80,1
307,web,web,web,web,209.45.168.19,80,1
308,web,web,web,ssh,205.181.112.65,80,1
309,web,web,web,web,207.87.1.51,80,1
310,web,web,web,web,192.239.92.111,80,1
311,web,web,web,ssh,172.16.112.100,80,1
312,web,web,web,web,208.240.76.6,80,1
313,smtp,smtp,smtp,ssh,172.16.112.194,25,1
314,web,web,web,web,129.63.1.100,80,1
315,web,web,web,web,204.123.2.107,80,1
316,web,web,web,web,207.88.21.243,80,1
317,web,web,web,web,207.121.184.81,80,1
318,web,web,web,ssh,205.181.112.65,80,1
319,web,web,web,web,206.132.25.51,80,1
320,smtp,smtp,smtp,smtp,172.16.112.100,25,1
321,web,web,web,web,134.205.131.13,80,1
322,web,web,web,web,143.166.224.42,80,1
323,web,web,web,web,209.67.29.11,80,1
324,web,web,web,web,207.121.184.81,80,1
325,smtp,smtp,smtp,smtp,196.37.75.158,25,1
326,ssh,ssh,ssh,ssh,135.13.216.191,23,1
327,web,web,web,web,199.95.74.90,80,1
328,web,web,web,ssh,172.16.112.100,80,1
329,web,web,web,web,199.95.74.90,80,1
330,web,web,web,web,208.228.229.120,80,1
331,smtp,smtp,smtp,ssh,172.16.114.168,25,1
332,web,web,web,ssh,172.16.112.100,80,0
333,web,web,web,ssh,205.181.112.65,80,1
334,smtp,smtp,UNKNOWN,smtp,197.218.177.69,25,0
335,UNKNOWN,UNKNOWN,smtp,UNKNOWN,197.182.91.233,8521,1
336,smtp,smtp,smtp,smtp,172.16.112.100,25,1
337,web,web,web,web,207.121.184.81,80,1
338,web,web,web,web,38.217.109.100,80,1
339,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,135.8.60.182,4794,1
340,smtp,smtp,smtp,smtp,172.16.112.149,25,1
341,web,web,web,web,141.133.239.248,80,1
342,web,web,web,web,206.15.114.128,80,1
343,web,web,web,web,207.87.1.51,80,1
344,web,web,web,web,199.95.74.90,80,1
345,web,web,web,web,206.39.184.2,80,1
346,web,web,web,web,209.1.224.190,80,1
347,web,web,web,web,207.121.184.81,80,1
348,web,web,web,ssh,136.149.63.132,80,1
349,web,web,web,web,207.121.184.81,80,1
350,web,web,web,web,206.148.40.165,80,1
351,web,web,web,web,132.26.17.20,80,1
352,web,web,web,ssh,131.84.1.31,80,1
353,web,web,web,web,207.46.179.15,80,1
354,web,web,web,web,131.55.137.50,80,1
355,web,web,web,web,134.205.131.26,80,1
356,web,web,web,web,207.25.71.141,80,1
357,web,web,web,web,209.1.224.190,80,1
358,web,web,web,web,198.83.178.23,80,1
359,web,web,web,web,160.147.163.19,80,1
360,smtp,smtp,smtp,smtp,197.218.177.69,25,1
361,web,web,web,web,143.166.224.42,80,1
362,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,195.115.218.108,8296,1
363,web,web,web,web,137.241.250.70,80,1
364,web,web,web,web,206.58.212.4,80,1
365,web,web,web,web,207.25.71.5,80,1
366,web,web,web,web,207.25.71.62,80,1
367,web,web,web,web,207.25.71.141,80,1
368,web,web,web,web,207.46.130.14,80,1
369,web,web,web,web,208.213.215.120,80,1
370,web,web,web,web,194.163.254.145,80,1
371,web,web,web,web,199.95.74.90,80,1
372,web,web,web,ssh,172.16.114.50,80,1
373,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,194.27.251.21,113,1
374,web,web,web,web,166.77.13.117,80,1
375,web,web,web,web,209.67.29.11,80,1
376,web,web,web,web,207.25.71.141,80,1
377,web,web,web,web,143.166.224.32,80,1
378,web,web,web,web,199.95.73.149,80,1
379,web,web,web,web,209.84.4.31,80,1
380,web,web,web,web,206.132.25.51,80,1
381,web,web,web,web,206.41.140.162,80,1
382,web,web,web,web,192.208.46.158,80,1
383,web,web,web,web,206.132.25.51,80,1
384,web,web,web,ssh,198.60.134.51,80,1
385,web,web,web,web,206.132.25.51,80,1
386,web,web,web,ssh,205.181.112.65,80,1
387,web,web,web,web,137.241.250.70,80,1
388,web,web,web,ssh,207.18.199.3,80,1
389,smtp,smtp,smtp,smtp,172.16.112.149,25,1
390,web,web,web,web,206.79.171.51,80,1
391,web,web,web,web,152.1.2.244,80,1
392,web,web,web,web,32.97.253.81,80,1
393,web,web,web,web,209.197.81.176,80,1
394,web,web,web,web,206.79.229.16,80,1
395,web,web,web,web,204.162.80.136,80,1
396,web,web,web,ssh,209.67.16.72,80,1
397,web,web,web,web,160.147.163.19,80,1
398,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,135.13.216.191,14433,1
399,web,web,web,web,209.233.32.186,80,1
400,web,web,web,web,206.132.25.51,80,1
401,web,web,web,web,204.123.2.107,80,1
402,web,web,web,web,207.25.71.141,80,1
403,web,web,web,web,209.67.29.11,80,1
404,smtp,smtp,smtp,ssh,172.16.114.169,25,1
405,web,web,web,ssh,207.25.71.200,80,1
406,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,172.16.112.50,33228,1
407,smtp,smtp,smtp,smtp,172.16.113.204,25,1
408,web,web,web,ssh,205.181.112.65,80,0
409,web,web,web,web,207.168.8.10,80,1
410,web,web,web,web,199.35.192.164,80,1
411,web,web,web,web,204.71.200.129,80,1
412,web,web,web,web,206.114.88.130,80,1
413,web,web,web,web,163.12.141.111,80,1
414,web,web,web,web,207.27.3.22,80,1
415,web,web,web,ssh,136.149.63.132,80,1
416,web,web,web,web,206.132.25.51,80,1
417,web,web,smtp,ssh,172.16.112.100,80,1
418,web,web,web,web,152.163.210.24,80,1
419,web,web,web,web,38.217.109.100,80,1
420,web,web,web,ssh,136.149.63.132,80,1
421,web,web,web,web,128.11.19.60,80,1
422,web,web,web,web,209.185.180.150,80,1
423,web,web,web,web,38.217.109.100,80,1
424,web,web,web,web,209.84.4.51,80,1
425,web,web,web,web,206.132.25.51,80,1
426,web,web,web,ssh,136.149.63.132,80,1
427,web,web,web,web,205.228.252.18,80,1
428,web,web,smtp,ssh,208.5.128.251,80,1
429,web,web,web,ssh,205.181.112.65,80,1
430,web,web,web,web,141.133.239.248,80,1
431,web,web,web,ssh,207.25.71.200,80,1
432,web,web,web,web,206.132.25.51,80,1
433,web,web,web,ssh,172.16.114.50,80,1
434,web,web,web,web,38.217.109.100,80,1
435,web,web,web,web,209.1.224.190,80,1
436,web,web,web,web,160.147.217.23,80,1
437,web,web,web,web,194.112.108.13,80,1
438,web,web,web,web,139.72.190.50,80,1
439,smtp,smtp,smtp,smtp,172.16.112.100,25,1
440,web,web,web,web,205.181.112.67,80,1
441,web,web,web,ssh,207.25.71.200,80,1
442,web,web,web,web,207.25.71.141,80,1
443,web,web,web,ssh,207.18.199.3,80,1
444,web,web,web,web,206.132.25.51,80,1
445,web,web,web,web,207.25.71.62,80,1
446,web,web,web,ssh,172.16.112.100,80,1
447,UNKNOWN,UNKNOWN,smtp,UNKNOWN,172.16.114.207,113,1
448,web,web,web,ssh,131.84.1.31,80,1
449,web,web,web,ssh,172.16.112.100,80,1
450,UNKNOWN,UNKNOWN,smtp,UNKNOWN,172.16.112.194,79,1
451,web,web,web,web,199.95.74.90,80,1
452,web,web,web,ssh,204.71.242.42,80,1
453,web,web,web,ssh,136.149.63.132,80,1
454,web,web,web,web,199.95.74.90,80,1
455,web,web,web,web,207.172.3.90,80,1
456,web,web,web,web,38.217.109.100,80,1
457,web,web,web,web,192.239.92.43,80,1
458,smtp,smtp,smtp,smtp,172.16.112.100,25,1
459,web,web,web,web,152.163.210.24,80,1
460,web,web,web,web,206.79.171.51,80,1
461,web,web,web,web,209.67.29.11,80,1
462,web,web,web,web,209.186.73.3,80,1
463,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,194.27.251.21,30842,1
464,web,web,web,web,208.246.212.141,80,1
465,web,web,web,ssh,209.67.16.72,80,1
466,web,web,web,web,208.237.193.111,80,1
467,smtp,smtp,smtp,smtp,172.16.112.100,25,1
468,web,web,web,web,209.67.29.11,80,1
469,web,web,web,web,192.35.39.40,80,1
470,smtp,smtp,smtp,smtp,135.13.216.191,25,1
471,web,web,web,ssh,199.95.74.97,80,1
472,web,web,web,web,209.67.29.11,80,1
473,web,web,web,web,208.3.89.3,80,1
474,smtp,smtp,smtp,smtp,172.16.112.100,25,1
475,web,web,web,web,166.77.12.123,80,1
476,web,web,web,web,205.181.112.70,80,1
477,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,172.16.114.169,4209,1
478,web,web,web,web,129.53.216.5,80,1
479,web,web,web,web,129.53.216.5,80,1
480,web,web,web,ssh,134.205.165.120,80,1
481,web,web,web,web,202.139.249.250,80,1
482,smtp,smtp,smtp,smtp,172.16.114.148,25,1
483,web,web,web,web,139.72.190.50,80,1
484,web,web,web,ssh,136.149.63.132,80,1
485,web,web,web,ssh,199.95.74.97,80,1
486,web,web,web,web,208.2.188.61,80,1
487,web,web,web,web,129.63.122.196,80,1
488,web,web,web,web,207.25.71.141,80,1
489,web,web,web,web,129.53.216.5,80,1
490,web,web,web,web,199.35.192.170,80,1
491,web,web,web,web,129.53.216.5,80,1
492,web,web,web,web,205.254.240.185,80,1
493,web,web,web,web,207.25.71.141,80,1
494,web,web,web,ssh,172.16.114.50,80,1
495,web,web,web,ssh,172.16.112.100,80,1
496,web,web,web,web,206.105.64.87,80,1
497,web,web,web,web,207.159.153.139,80,1
498,web,web,web,web,207.46.130.14,80,1
499,web,web,smtp,web,198.3.101.5,80,1
500,web,web,web,ssh,209.67.16.72,80,1
501,web,web,web,web,141.133.239.248,80,1
502,web,web,web,ssh,207.25.71.200,80,1
503,web,web,web,web,209.185.152.101,80,1
504,web,web,web,ssh,172.16.114.50,80,1
505,web,web,web,ssh,172.16.112.100,80,1
506,smtp,smtp,smtp,smtp,172.16.112.100,25,1
507,web,web,web,web,208.160.10.122,80,1
508,web,web,web,web,206.132.25.206,80,1
509,web,web,web,web,192.108.254.36,80,1
510,web,web,web,web,206.132.25.51,80,1
511,smtp,smtp,smtp,smtp,172.16.114.207,25,1
512,web,web,web,web,206.132.25.51,80,1
513,web,web,web,ssh,172.16.112.100,80,1
514,web,web,web,web,209.67.29.11,80,1
515,web,web,web,web,207.25.71.124,80,1
516,web,web,web,web,204.71.200.203,80,1
517,web,web,web,ssh,172.16.114.50,80,1
518,web,web,web,web,207.25.71.142,80,1
519,web,web,web,web,206.132.25.51,80,1
520,smtp,smtp,web,smtp,194.27.251.21,25,1
521,web,web,web,web,207.121.184.81,80,1
522,web,web,web,web,199.81.195.10,80,1
523,UNKNOWN,web,web,web,194.27.251.21,79,1
524,web,web,web,web,209.185.74.183,80,1
525,web,web,web,web,207.121.187.251,80,1
526,web,web,web,web,205.252.248.98,80,1
527,smtp,smtp,ssh,ssh,172.16.113.105,25,1
528,web,web,web,web,192.35.35.123,80,1
529,web,web,web,ssh,207.25.71.200,80,1
530,web,web,web,web,195.92.176.104,80,1
531,web,web,web,web,204.255.198.113,80,1
532,web,web,web,web,206.64.4.109,80,1
533,web,web,web,web,205.181.112.67,80,1
534,web,web,web,web,206.132.25.51,80,1
535,web,web,web,web,128.11.41.40,80,1
536,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,196.37.75.158,14420,1
537,web,web,UNKNOWN,web,206.99.246.5,80,1
538,web,web,web,web,207.121.184.81,80,1
539,web,web,web,web,205.228.184.152,80,1
540,web,web,web,web,206.132.25.51,80,1
541,web,web,web,web,128.11.41.40,80,1
542,web,web,web,web,207.87.1.51,80,1
543,web,web,web,web,209.67.29.11,80,1
544,web,web,web,ssh,199.95.209.99,80,1
545,web,web,web,web,209.116.84.57,80,1
546,web,web,web,web,209.67.31.136,80,1
547,web,web,web,web,166.77.13.117,80,1
548,web,web,web,ssh,172.16.114.50,80,1
549,web,web,web,web,132.25.1.25,80,1
550,web,web,web,web,206.15.114.71,80,1
551,web,web,web,web,209.185.180.150,80,1
552,UNKNOWN,UNKNOWN,web,UNKNOWN,135.8.60.182,79,1
553,web,web,web,web,199.95.74.90,80,1
554,web,web,web,web,207.46.131.142,80,1
555,web,web,web,web,192.64.69.25,80,1
556,web,web,web,ssh,205.181.112.65,80,1
557,web,web,web,web,199.95.74.90,80,1
558,web,web,web,ssh,136.149.63.132,80,1
559,web,web,web,web,209.67.29.11,80,1
560,web,web,web,web,198.68.244.168,80,1
561,web,web,web,web,163.12.141.111,80,1
562,web,web,web,web,199.211.83.163,80,1
563,web,web,web,web,204.71.200.241,80,1
564,web,web,web,web,207.212.114.4,80,1
565,web,web,web,web,209.67.29.11,80,1
566,web,web,web,web,206.33.210.40,80,1
567,web,web,web,web,207.121.186.144,80,1
568,web,web,web,web,209.67.228.53,80,1
569,UNKNOWN,UNKNOWN,web,UNKNOWN,172.16.113.84,113,1
570,web,web,web,ssh,172.16.114.50,80,1
571,web,web,web,web,209.185.174.41,80,1
572,web,web,web,ssh,205.181.112.65,80,1
573,web,web,web,web,207.46.131.142,80,1
574,web,web,web,web,207.25.71.141,80,1
575,web,web,web,web,207.25.71.142,80,1
576,web,web,web,web,207.121.184.81,80,1
577,web,web,web,web,209.116.84.57,80,1
578,web,web,web,web,207.25.71.5,80,1
579,web,web,web,web,206.15.114.128,80,1
