,Label,Label_RF100,Label_DT4,Label_HYBRID_100_4,Destination,Destination Port,no_url
90,web,web,web,web,152.163.210.24,80,1
91,web,web,web,web,152.163.210.24,80,1
92,web,web,web,web,152.163.210.24,80,1
93,web,web,web,web,152.163.210.24,80,1
94,web,web,web,web,152.163.210.24,80,1
95,web,web,web,web,152.163.210.24,80,1
96,web,web,web,web,152.163.210.24,80,1
97,web,web,web,web,152.163.210.24,80,1
98,web,web,web,web,205.188.146.109,80,1
99,web,web,web,web,152.163.210.24,80,1
100,web,web,web,web,152.163.210.24,80,1
101,smtp,web,smtp,web,172.16.114.148,25,1
102,smtp,web,smtp,web,172.16.114.168,25,1
103,smtp,web,smtp,web,172.16.114.148,25,1
104,smtp,web,smtp,web,172.16.113.105,25,1
105,web,web,web,web,152.163.210.17,80,1
106,web,web,web,web,152.163.210.24,80,1
107,web,web,web,web,205.188.146.109,80,1
108,web,web,web,web,152.163.210.24,80,1
109,web,web,web,web,205.188.146.109,80,1
110,web,web,web,web,205.188.146.109,80,1
111,web,web,web,web,205.188.146.109,80,1
112,web,web,web,web,152.163.210.24,80,1
113,web,web,web,web,205.188.146.109,80,1
114,web,web,web,web,205.188.146.109,80,1
115,web,web,web,web,152.163.210.24,80,1
116,web,web,web,web,152.163.210.24,80,1
117,web,web,web,web,205.188.146.109,80,1
118,web,web,web,web,152.163.210.24,80,1
119,web,web,web,web,152.163.210.24,80,1
120,web,web,web,web,152.163.210.24,80,1
121,web,web,web,web,152.163.210.24,80,1
122,smtp,web,smtp,ssh,172.16.112.100,25,1
123,smtp,web,smtp,web,194.7.248.153,25,1
124,web,web,web,web,152.163.210.17,80,1
125,web,web,web,web,152.163.210.24,80,1
126,web,web,web,web,152.163.210.24,80,1
127,web,web,web,web,152.163.210.24,80,1
128,web,web,web,web,152.163.210.24,80,1
129,web,web,web,web,152.163.210.24,80,1
130,web,web,web,web,152.163.210.24,80,1
131,web,web,web,web,152.163.210.24,80,1
132,web,web,web,web,152.163.210.24,80,1
133,web,web,web,web,152.163.210.24,80,1
134,web,web,web,web,152.163.210.24,80,1
135,web,web,web,web,152.163.210.24,80,1
136,web,web,web,web,152.163.210.24,80,1
137,web,web,web,web,209.1.224.15,80,1
138,web,web,web,web,209.1.224.190,80,1
139,web,web,web,web,209.1.224.190,80,1
140,web,web,web,web,209.1.224.190,80,1
141,web,web,web,web,209.1.224.190,80,1
142,web,web,web,web,209.1.224.190,80,1
143,web,web,web,web,209.1.224.190,80,1
144,web,web,web,web,209.1.224.190,80,1
145,web,web,web,web,209.1.224.190,80,1
146,web,web,web,web,209.1.224.190,80,1
147,web,web,web,web,209.1.224.190,80,1
148,web,web,web,web,209.1.224.190,80,1
149,web,web,web,web,209.1.224.190,80,1
150,web,web,web,web,209.1.224.190,80,1
151,web,web,web,web,209.1.224.190,80,1
152,web,web,web,web,209.1.224.190,80,1
153,web,web,web,web,209.1.224.190,80,1
154,web,web,web,web,209.1.224.190,80,1
155,web,web,web,web,209.1.224.15,80,1
156,web,web,web,web,209.1.224.190,80,1
157,web,web,web,web,209.1.224.190,80,1
158,web,web,web,web,209.1.224.190,80,1
159,web,web,web,web,209.1.224.190,80,1
160,web,web,web,web,207.211.106.40,80,1
161,web,web,web,web,209.1.224.190,80,1
162,web,web,web,web,209.1.224.190,80,1
163,web,web,web,web,209.1.224.190,80,1
164,web,web,web,web,209.1.224.190,80,1
165,web,web,web,web,209.1.224.190,80,1
166,web,web,web,web,209.1.224.190,80,1
167,web,web,web,web,209.1.224.15,80,1
168,web,web,web,web,209.1.224.190,80,1
169,web,web,web,web,209.1.224.190,80,1
170,web,web,web,web,209.1.224.190,80,1
171,web,web,web,web,209.1.224.190,80,1
172,web,web,web,web,209.1.224.190,80,1
173,web,web,web,web,209.1.224.190,80,1
174,web,web,web,web,209.1.224.190,80,1
175,web,web,web,web,209.1.224.190,80,1
176,smtp,web,smtp,ssh,172.16.112.100,25,1
177,smtp,web,smtp,web,135.8.60.182,25,1
178,smtp,web,smtp,ssh,172.16.112.100,25,1
179,web,web,web,web,199.172.144.25,80,1
180,smtp,web,smtp,web,197.182.91.233,25,1
181,smtp,web,smtp,web,172.16.114.169,25,1
182,smtp,web,smtp,web,172.16.112.207,25,1
183,smtp,web,smtp,web,172.16.113.204,25,1
184,web,web,web,web,206.132.25.51,80,1
185,web,web,web,web,206.132.25.51,80,1
186,web,web,web,web,206.132.25.51,80,1
187,web,web,web,web,187.187.187.187,80,1
188,web,web,web,web,206.132.25.51,80,1
189,web,web,web,web,206.132.25.51,80,1
190,web,web,web,web,206.132.25.51,80,1
191,web,web,web,web,206.132.25.51,80,1
192,web,web,web,web,206.132.25.51,80,1
193,web,web,web,web,206.132.25.51,80,1
194,web,web,web,web,206.132.25.51,80,1
195,web,web,web,web,206.132.25.51,80,1
196,web,web,web,web,206.132.25.51,80,1
197,web,web,web,web,206.132.25.51,80,1
198,web,web,web,web,206.132.25.51,80,1
199,web,web,web,web,206.132.25.51,80,1
200,web,web,web,web,206.132.25.51,80,1
201,web,web,web,web,206.132.25.51,80,1
202,web,web,web,web,206.132.25.51,80,1
203,web,web,web,web,206.132.25.51,80,1
204,web,web,web,web,206.132.25.51,80,1
205,web,web,web,web,206.132.25.51,80,1
206,web,web,web,web,206.132.25.51,80,1
207,web,web,web,web,206.132.25.51,80,1
208,web,web,web,web,206.132.25.51,80,1
209,smtp,web,smtp,web,172.16.112.194,25,1
210,smtp,web,smtp,web,172.16.114.148,25,1
211,web,web,web,web,206.132.25.51,80,1
212,web,web,web,web,206.132.25.51,80,1
213,web,web,web,web,206.132.25.51,80,1
214,web,web,web,web,206.132.25.51,80,1
215,web,web,web,web,206.132.25.51,80,1
216,web,web,web,web,206.132.25.51,80,1
217,web,web,web,web,206.132.25.51,80,1
218,web,web,web,web,206.132.25.51,80,1
219,web,web,web,web,206.132.25.51,80,1
220,web,web,web,web,206.132.25.51,80,1
221,web,web,web,web,206.132.25.51,80,1
222,web,web,web,web,206.132.25.51,80,1
223,web,web,web,web,206.132.25.51,80,1
224,web,web,web,web,206.132.25.51,80,1
225,web,web,web,web,206.132.25.51,80,1
226,web,web,web,web,206.132.25.51,80,1
227,web,web,web,web,209.67.29.11,80,1
228,web,web,web,web,209.67.29.11,80,1
229,web,web,web,web,209.67.29.11,80,1
230,web,web,web,web,209.67.29.11,80,1
231,web,web,web,web,209.67.29.11,80,1
232,web,web,web,web,209.67.29.11,80,1
233,web,web,web,web,209.67.29.11,80,1
234,web,web,web,web,209.67.29.11,80,1
235,web,web,web,web,209.67.29.11,80,1
236,web,web,web,web,209.67.29.11,80,1
237,web,web,web,web,209.67.29.11,80,1
238,web,web,web,web,209.67.29.11,80,1
239,web,web,web,web,209.67.29.11,80,1
240,web,web,web,web,209.67.29.11,80,1
241,web,web,web,web,209.67.29.11,80,1
242,web,web,web,web,209.67.29.11,80,1
243,web,web,web,web,209.67.29.11,80,1
244,web,web,web,web,209.67.29.11,80,1
245,web,web,web,web,209.67.29.11,80,1
246,web,web,web,web,209.67.29.11,80,1
247,web,web,web,web,209.67.29.11,80,1
248,web,web,web,web,209.67.29.11,80,1
249,web,web,web,web,209.67.29.11,80,1
250,web,web,web,web,209.67.29.11,80,1
251,web,web,web,web,209.67.29.11,80,1
252,web,web,web,web,209.67.29.11,80,1
253,web,web,web,web,209.67.29.11,80,1
254,web,web,web,web,209.67.29.11,80,1
255,web,web,web,web,209.67.29.11,80,1
256,web,web,web,web,209.67.29.11,80,1
257,web,web,web,web,209.67.29.11,80,1
258,web,web,web,web,209.67.29.11,80,1
259,web,web,web,web,209.67.29.11,80,1
260,web,web,web,web,209.67.29.11,80,1
261,web,web,web,web,209.67.29.11,80,1
262,web,web,web,web,209.67.29.11,80,1
263,web,web,web,web,209.67.29.11,80,1
264,web,web,web,web,209.67.29.11,80,1
265,web,web,web,web,209.67.29.11,80,1
266,web,web,web,web,209.67.29.11,80,1
267,web,web,web,web,209.67.29.11,80,1
268,web,web,web,web,209.67.29.11,80,1
269,web,web,web,web,209.67.29.11,80,1
270,web,web,web,web,209.67.29.11,80,1
271,web,web,web,web,209.67.29.11,80,1
272,web,web,web,web,209.67.29.11,80,1
273,web,web,web,web,209.67.29.11,80,1
274,web,web,web,web,209.67.29.11,80,1
275,smtp,web,smtp,web,194.27.251.21,25,1
276,smtp,web,smtp,web,196.37.75.158,25,1
277,smtp,web,smtp,web,172.16.113.84,25,1
278,smtp,web,smtp,web,172.16.114.169,25,1
279,web,web,web,web,209.67.29.11,80,1
280,web,web,web,web,209.67.29.11,80,1
281,web,web,web,web,209.67.29.11,80,1
282,web,web,web,web,209.67.29.11,80,1
283,web,web,web,web,209.67.29.11,80,1
284,web,web,web,web,207.46.150.213,80,1
285,web,web,web,web,209.143.199.30,80,1
286,web,web,web,web,207.211.106.40,80,1
287,web,web,web,web,209.143.199.30,80,1
288,web,web,web,web,207.200.75.201,80,1
289,web,web,web,web,209.67.69.45,80,1
290,web,web,web,web,207.211.106.40,80,1
291,web,web,web,web,207.211.106.40,80,1
292,web,web,web,web,207.211.106.40,80,1
293,web,web,web,web,207.211.106.40,80,1
294,web,web,web,web,209.67.69.45,80,1
295,web,web,web,web,209.67.69.45,80,1
296,web,web,web,web,209.67.69.45,80,1
297,web,web,web,web,209.67.69.45,80,1
298,web,web,web,web,209.67.69.45,80,1
299,web,web,web,web,207.211.106.40,80,1
300,smtp,web,smtp,web,194.7.248.153,25,1
301,smtp,web,smtp,web,197.218.177.69,25,1
302,smtp,web,smtp,ssh,195.115.218.108,25,1
303,smtp,web,smtp,web,135.8.60.182,25,1
304,smtp,smtp,smtp,smtp,194.27.251.21,25,1
305,smtp,web,smtp,web,172.16.114.168,25,1
306,smtp,web,smtp,ssh,172.16.112.100,25,1
307,smtp,web,smtp,web,194.27.251.21,25,1
308,smtp,web,smtp,web,197.182.91.233,25,1
309,smtp,web,smtp,web,196.37.75.158,25,1
310,smtp,web,smtp,web,135.8.60.182,25,1
311,web,web,web,web,134.205.165.120,80,1
312,web,web,web,web,134.205.165.120,80,1
313,web,web,web,web,134.205.165.120,80,1
314,smtp,web,smtp,web,172.16.114.168,25,1
315,smtp,web,smtp,web,172.16.114.148,25,1
316,smtp,web,smtp,web,172.16.112.149,25,1
317,web,web,web,web,209.1.224.15,80,1
318,web,web,web,web,209.1.224.190,80,1
319,web,web,web,web,209.1.224.190,80,1
320,web,web,web,web,209.1.224.190,80,1
321,web,web,web,web,209.1.224.190,80,1
322,web,web,web,web,209.1.224.190,80,1
323,web,web,web,web,209.1.224.190,80,1
324,web,web,web,web,209.1.224.190,80,1
325,web,web,web,web,209.1.224.190,80,1
326,web,web,web,web,209.1.224.190,80,1
327,web,web,web,web,209.1.224.190,80,1
328,web,web,web,web,209.1.224.190,80,1
329,web,web,web,web,209.1.224.190,80,1
330,web,web,web,web,209.1.224.190,80,1
331,web,web,web,web,209.1.224.190,80,1
332,web,web,web,web,209.1.224.190,80,1
333,web,web,web,web,209.1.224.190,80,1
334,web,web,web,web,209.1.224.190,80,1
335,smtp,smtp,smtp,smtp,172.16.113.50,25,1
336,smtp,web,smtp,web,172.16.112.50,25,1
337,smtp,web,smtp,web,172.16.114.168,25,1
338,smtp,smtp,smtp,smtp,135.8.60.182,25,1
339,web,web,web,web,209.1.224.15,80,1
340,web,web,web,web,209.1.224.190,80,1
341,web,web,web,web,207.211.106.40,80,1
342,web,web,web,web,209.1.224.190,80,1
343,web,web,web,web,209.1.224.190,80,1
344,web,web,web,web,209.1.224.190,80,1
345,web,web,web,web,209.1.224.190,80,1
346,web,web,web,web,209.1.224.190,80,1
347,web,web,web,web,209.1.224.190,80,1
348,web,web,web,web,209.1.224.190,80,1
349,web,web,web,web,209.1.224.190,80,1
350,web,web,web,web,209.1.224.190,80,1
351,web,web,web,web,209.1.224.190,80,1
352,web,web,web,web,209.1.224.190,80,1
353,web,web,web,web,209.1.224.15,80,1
354,web,web,web,web,209.1.224.190,80,1
355,web,web,web,web,209.1.224.190,80,1
356,web,web,web,web,209.1.224.190,80,1
357,web,web,web,web,209.1.224.190,80,1
358,web,web,web,web,209.1.224.190,80,1
359,web,web,web,web,209.1.224.190,80,1
360,smtp,web,smtp,web,172.16.112.207,25,1
361,smtp,web,smtp,web,197.218.177.69,25,1
362,smtp,web,smtp,web,196.227.33.189,25,1
363,web,web,web,web,209.1.224.15,80,1
364,web,web,web,web,209.1.224.190,80,1
365,web,web,web,web,209.1.224.190,80,1
366,web,web,web,web,209.1.224.190,80,1
367,web,web,web,web,209.1.224.190,80,1
368,web,web,web,web,209.1.224.190,80,1
369,web,web,web,web,209.1.224.190,80,1
370,web,web,web,web,209.1.224.190,80,1
371,web,web,web,web,209.1.224.190,80,1
372,web,web,web,web,209.1.224.190,80,1
373,web,web,web,web,209.1.224.190,80,1
374,web,web,web,web,209.1.224.190,80,1
375,web,web,web,web,209.1.224.190,80,1
376,web,web,web,web,209.1.224.190,80,1
377,web,web,web,web,209.1.224.190,80,1
378,web,web,web,web,209.1.224.190,80,1
379,web,web,web,web,209.1.224.190,80,1
380,web,web,web,web,209.1.224.190,80,1
381,smtp,web,smtp,web,197.182.91.233,25,1
382,smtp,web,smtp,web,135.13.216.191,25,1
383,smtp,web,smtp,web,194.7.248.153,25,1
384,smtp,web,smtp,web,172.16.114.168,25,1
385,web,web,web,web,209.1.224.15,80,1
386,web,web,web,web,209.1.224.190,80,1
387,web,web,web,web,209.1.224.15,80,1
388,web,web,web,web,209.1.224.15,80,1
389,web,web,web,web,209.1.224.15,80,1
390,web,web,web,web,209.1.224.15,80,1
391,web,web,web,web,207.211.106.40,80,1
392,web,web,web,web,209.1.224.190,80,1
393,web,web,web,web,209.1.224.15,80,1
394,web,web,web,web,209.1.224.15,80,1
395,smtp,web,smtp,ssh,172.16.112.100,25,1
396,smtp,smtp,smtp,ssh,195.115.218.108,25,1
397,smtp,web,smtp,web,172.16.113.84,25,1
398,smtp,web,smtp,web,172.16.113.105,25,1
399,smtp,web,smtp,web,172.16.114.169,25,1
400,smtp,web,smtp,web,172.16.114.207,25,1
401,web,web,web,web,199.95.74.90,80,1
402,web,web,web,web,199.95.74.90,80,1
403,smtp,web,smtp,web,172.16.112.207,25,1
404,web,web,web,web,199.95.74.90,80,1
405,web,web,web,ssh,199.95.74.97,80,1
406,web,web,web,ssh,199.95.74.97,80,1
407,web,web,web,ssh,199.95.74.97,80,1
408,web,web,web,ssh,199.95.74.97,80,1
409,web,web,web,ssh,199.95.74.97,80,1
410,web,web,web,web,199.95.74.90,80,1
411,web,web,web,web,199.95.74.90,80,1
412,web,web,web,ssh,199.95.74.97,80,1
413,web,web,web,web,199.95.74.90,80,1
414,web,web,web,ssh,199.95.74.97,80,1
415,web,web,web,ssh,199.95.74.97,80,1
416,web,web,web,web,199.95.74.90,80,1
417,web,web,web,web,199.95.74.90,80,1
418,web,web,web,web,199.95.74.90,80,1
419,web,web,web,web,199.95.74.90,80,1
420,web,web,web,web,199.95.74.90,80,1
421,web,web,web,web,199.95.74.90,80,1
422,smtp,web,smtp,web,172.16.112.194,25,1
423,web,web,web,web,199.95.74.90,80,1
424,web,web,web,web,199.95.74.90,80,1
425,smtp,web,smtp,web,172.16.113.204,25,1
426,smtp,web,smtp,web,172.16.112.149,25,1
427,smtp,web,smtp,web,172.16.114.169,25,1
428,smtp,web,smtp,ssh,195.115.218.108,25,1
429,ftp,ftp,ftp,ftp,172.16.114.148,21,1
430,web,web,web,web,199.95.74.90,80,1
431,web,web,web,web,199.95.74.90,80,1
432,web,web,web,web,199.95.74.90,80,1
433,web,web,web,ssh,199.95.74.97,80,1
434,web,web,web,web,199.95.74.90,80,1
435,web,web,web,web,199.95.74.90,80,1
436,web,web,web,ssh,199.95.74.97,80,1
437,web,web,web,web,199.95.74.90,80,1
438,web,web,web,web,199.95.74.90,80,1
439,web,web,web,web,199.95.74.90,80,1
440,web,web,web,web,199.95.74.90,80,1
441,web,web,web,ssh,199.95.74.97,80,1
442,web,web,web,ssh,199.95.74.97,80,1
443,smtp,web,smtp,web,172.16.114.168,25,1
444,smtp,web,smtp,web,197.182.91.233,25,1
445,web,web,web,web,199.95.74.90,80,1
446,web,web,web,web,199.95.74.90,80,1
447,web,web,web,web,199.95.74.90,80,1
448,web,web,web,ssh,199.95.74.97,80,1
449,web,web,web,ssh,199.95.74.97,80,1
450,web,web,web,ssh,199.95.74.97,80,1
451,web,web,web,ssh,199.95.74.97,80,1
452,web,web,web,ssh,199.95.74.97,80,1
453,web,web,web,web,199.95.74.90,80,1
454,web,web,web,web,199.95.74.90,80,1
455,web,web,web,ssh,199.95.74.97,80,1
456,web,web,web,web,199.95.74.90,80,1
457,web,web,web,ssh,199.95.74.97,80,1
458,web,web,web,ssh,199.95.74.97,80,1
459,web,web,web,web,199.95.74.90,80,1
460,web,web,web,web,199.95.74.90,80,1
461,web,web,web,web,199.95.74.90,80,1
462,web,web,web,web,199.95.74.90,80,1
463,web,web,web,web,199.95.74.90,80,1
464,web,web,web,web,199.95.74.90,80,1
465,web,web,web,web,199.95.74.90,80,1
466,web,web,web,web,199.95.74.90,80,1
467,smtp,web,smtp,web,172.16.113.84,25,1
468,smtp,web,smtp,web,172.16.113.105,25,1
469,smtp,web,smtp,web,197.218.177.69,25,1
470,web,web,web,web,199.95.74.90,80,1
471,web,web,web,web,199.95.74.90,80,1
472,web,web,web,web,199.95.74.90,80,1
473,web,web,web,web,199.95.74.90,80,1
474,web,web,web,web,199.95.74.90,80,1
475,web,web,web,ssh,199.95.74.97,80,1
476,web,web,web,ssh,199.95.74.97,80,1
477,web,web,web,web,199.95.74.90,80,1
478,web,web,web,web,199.95.74.90,80,1
479,web,web,web,ssh,199.95.74.97,80,1
480,web,web,web,web,199.95.74.90,80,1
481,web,web,web,web,199.95.74.90,80,1
482,web,web,web,web,199.95.74.90,80,1
483,web,web,web,ssh,199.95.74.97,80,1
484,web,web,web,ssh,199.95.74.97,80,1
485,web,web,web,web,199.95.74.90,80,1
486,web,web,web,web,199.95.74.90,80,1
487,web,web,web,web,199.95.74.90,80,1
488,web,web,web,web,199.95.74.90,80,1
489,web,web,web,web,199.95.74.90,80,1
490,web,web,web,web,199.95.74.90,80,1
491,web,web,web,web,199.95.74.90,80,1
492,web,web,web,web,199.95.74.90,80,1
493,web,web,web,web,199.95.74.90,80,1
494,web,web,web,web,199.95.74.90,80,1
495,web,web,web,web,199.95.74.90,80,1
496,web,web,web,web,199.95.74.90,80,1
497,web,web,web,web,199.95.74.90,80,1
498,smtp,web,smtp,ssh,172.16.112.100,25,1
499,web,web,web,web,199.95.74.90,80,1
500,web,web,web,web,199.95.74.90,80,1
501,web,web,web,web,199.95.74.90,80,1
502,web,web,web,web,199.95.74.90,80,1
503,web,web,web,web,199.95.74.90,80,1
504,web,web,web,web,199.95.74.90,80,1
505,web,web,web,web,199.95.74.90,80,1
506,web,web,web,web,199.95.74.90,80,1
507,web,web,web,web,199.95.74.90,80,1
508,web,web,web,web,199.95.74.90,80,1
509,web,web,web,web,199.95.74.90,80,1
510,web,web,web,web,199.95.74.90,80,1
511,web,web,web,web,199.95.74.90,80,1
512,smtp,web,smtp,web,172.16.113.105,25,1
513,web,web,web,web,199.95.74.90,80,1
514,web,web,web,web,199.95.74.90,80,1
515,web,web,web,web,199.95.74.90,80,1
516,web,web,web,web,199.95.74.90,80,1
517,web,web,web,web,199.95.74.90,80,1
518,web,web,web,web,199.95.74.90,80,1
519,web,web,web,web,199.95.74.90,80,1
520,web,web,web,web,199.95.74.90,80,1
521,web,web,web,web,199.95.74.90,80,1
522,web,web,web,web,199.95.74.90,80,1
523,web,web,web,web,199.95.74.90,80,1
524,web,web,web,web,199.95.74.90,80,1
525,web,web,web,web,199.95.74.90,80,1
526,web,web,web,web,199.95.74.90,80,1
527,web,web,web,ssh,199.95.74.97,80,1
528,web,web,web,ssh,199.95.74.97,80,1
529,web,web,web,ssh,199.95.74.97,80,1
530,web,web,web,ssh,199.95.74.97,80,1
531,web,web,web,web,199.95.74.90,80,1
532,web,web,web,web,199.95.74.90,80,1
533,web,web,web,ssh,199.95.74.97,80,1
534,web,web,web,ssh,199.95.74.97,80,1
535,web,web,web,ssh,199.95.74.97,80,1
536,web,web,web,web,131.84.1.31,80,1
537,web,web,web,web,131.84.1.31,80,1
538,web,web,web,web,131.84.1.31,80,1
539,web,web,web,web,131.84.1.31,80,1
540,web,web,web,web,131.84.1.31,80,1
541,web,web,web,web,131.84.1.31,80,1
542,web,web,web,web,131.84.1.31,80,1
543,web,web,web,web,131.84.1.31,80,1
544,web,web,web,web,131.84.1.31,80,1
545,web,web,web,web,131.84.1.31,80,1
546,web,web,web,web,131.84.1.31,80,1
547,web,web,web,web,131.84.1.31,80,1
548,web,web,web,web,131.84.1.31,80,1
549,web,web,web,web,131.84.1.31,80,1
550,web,web,web,web,131.84.1.31,80,1
551,web,web,web,web,209.67.227.100,80,1
552,smtp,web,smtp,web,197.218.177.69,25,1
553,smtp,web,smtp,web,196.227.33.189,25,1
554,smtp,web,smtp,web,135.8.60.182,25,1
555,smtp,web,smtp,web,194.7.248.153,25,1
556,smtp,web,smtp,web,197.182.91.233,25,1
557,smtp,web,smtp,web,196.227.33.189,25,1
558,smtp,web,smtp,web,135.13.216.191,25,1
559,smtp,web,smtp,web,135.8.60.182,25,1
560,smtp,web,smtp,web,197.182.91.233,25,1
561,smtp,web,smtp,web,172.16.114.207,25,1
562,smtp,web,smtp,web,172.16.114.207,25,1
563,smtp,web,smtp,web,172.16.114.207,25,1
564,ftp,ftp,ftp,ftp,172.16.112.100,21,1
565,web,web,web,web,160.147.68.21,80,1
566,web,web,web,web,160.147.68.21,80,1
567,web,web,web,web,160.147.68.21,80,1
568,web,web,web,web,160.147.68.21,80,1
569,web,web,web,web,160.147.68.21,80,1
570,web,web,web,web,160.147.68.21,80,1
571,web,web,web,web,160.147.68.21,80,1
572,web,web,web,web,160.147.68.21,80,1
573,web,web,web,web,160.147.68.21,80,1
574,web,web,web,web,160.147.68.21,80,1
575,web,web,web,web,160.147.68.21,80,1
576,web,web,web,web,160.147.68.21,80,1
577,web,web,web,web,160.147.68.21,80,1
578,web,web,web,web,160.147.68.21,80,1
579,web,web,web,web,160.147.68.21,80,1
580,web,web,web,web,160.147.68.21,80,1
581,web,web,web,web,160.147.68.21,80,1
582,web,web,web,web,160.147.68.21,80,1
583,web,web,web,web,160.147.68.21,80,1
584,web,web,web,web,160.147.68.21,80,1
585,web,web,web,web,160.147.68.21,80,1
586,web,web,web,web,160.147.68.21,80,1
587,web,web,web,web,160.147.68.21,80,1
588,web,web,web,web,160.147.68.21,80,1
589,web,web,web,web,160.147.68.21,80,1
590,web,web,web,web,160.147.68.21,80,1
591,web,web,web,web,160.147.68.21,80,1
592,web,web,web,web,160.147.68.21,80,1
593,web,web,web,web,160.147.68.21,80,1
594,web,web,web,web,160.147.68.21,80,1
595,web,web,web,web,160.147.68.21,80,1
596,web,web,web,web,160.147.68.21,80,1
597,web,web,web,web,160.147.68.21,80,1
598,web,web,web,web,160.147.68.21,80,1
599,web,web,web,web,160.147.68.21,80,1
600,web,web,web,web,160.147.68.21,80,1
601,web,web,web,web,160.147.68.21,80,1
602,web,web,web,web,160.147.68.21,80,1
603,web,web,web,web,160.147.68.21,80,1
